20190400|1|M1|06/04/2019|06/04/2019|01|0001|124||6|20542278090|MADERAS PROYECTOS Y CONSTRUCCIONES D & M SAC|0.00|0.00|0.00|0.00|0.00|200.00|0.00|0.00|0.00|0.00|0.00|200.00|PEN|1.000||||||||1|
20190400|2|M2|01/04/2019|01/04/2019|03|0001|2300|2301|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|120.00|0.00|0.00|0.00|0.00|0.00|120.00|PEN|1.000||||||||1|
20190400|3|M3|02/04/2019|02/04/2019|03|0001|2302|2305|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|510.00|0.00|0.00|0.00|0.00|0.00|510.00|PEN|1.000||||||||1|
20190400|4|M4|03/04/2019|03/04/2019|03|0001|2306|2308|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|130.00|0.00|0.00|0.00|0.00|0.00|130.00|PEN|1.000||||||||1|
20190400|5|M5|04/04/2019|04/04/2019|03|0001|2309||1|00000000|ANULADO/BAJA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20190400|6|M6|04/04/2019|04/04/2019|03|0001|2310|2313|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|400.00|0.00|0.00|0.00|0.00|0.00|400.00|PEN|1.000||||||||1|
20190400|7|M7|04/04/2019|04/04/2019|03|0001|2314||1|00000000|ANULADO/BAJA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20190400|8|M8|04/04/2019|04/04/2019|03|0001|2315||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|70.00|0.00|0.00|0.00|0.00|0.00|70.00|PEN|1.000||||||||1|
20190400|9|M9|05/04/2019|05/04/2019|03|0001|2316|2320|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|660.00|0.00|0.00|0.00|0.00|0.00|660.00|PEN|1.000||||||||1|
20190400|10|M10|06/04/2019|06/04/2019|03|0001|2321||1|00000000|ANULADO/BAJA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20190400|11|M11|06/04/2019|06/04/2019|03|0001|2322||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|100.00|0.00|0.00|0.00|0.00|0.00|100.00|PEN|1.000||||||||1|
20190400|12|M12|06/04/2019|06/04/2019|03|0001|2323||1|00000000|ANULADO/BAJA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20190400|13|M13|06/04/2019|06/04/2019|03|0001|2324|2327|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|140.00|0.00|0.00|0.00|0.00|0.00|140.00|PEN|1.000||||||||1|
20190400|14|M14|08/04/2019|08/04/2019|03|0001|2328||1|00000000|ANULADO/BAJA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20190400|15|M15|08/04/2019|08/04/2019|03|0001|2329|2334|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|620.00|0.00|0.00|0.00|0.00|0.00|620.00|PEN|1.000||||||||1|
20190400|16|M16|08/04/2019|08/04/2019|03|0001|2335||1|00000000|ANULADO/BAJA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20190400|17|M17|09/04/2019|09/04/2019|03|0001|2336||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|50.00|0.00|0.00|0.00|0.00|0.00|50.00|PEN|1.000||||||||1|
20190400|18|M18|10/04/2019|10/04/2019|03|0001|2337|2340|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|380.00|0.00|0.00|0.00|0.00|0.00|380.00|PEN|1.000||||||||1|
20190400|19|M19|10/04/2019|10/04/2019|03|0001|2341||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|700.00|0.00|0.00|0.00|0.00|0.00|700.00|PEN|1.000||||||||1|
20190400|20|M20|11/04/2019|11/04/2019|03|0001|2342|2348|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|470.00|0.00|0.00|0.00|0.00|0.00|470.00|PEN|1.000||||||||1|
20190400|21|M21|12/04/2019|12/04/2019|03|0001|2349||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|700.00|0.00|0.00|0.00|0.00|0.00|700.00|PEN|1.000||||||||1|
20190400|22|M22|13/04/2019|13/04/2019|03|0001|2350|2351|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|580.00|0.00|0.00|0.00|0.00|0.00|580.00|PEN|1.000||||||||1|
20190400|23|M23|13/04/2019|13/04/2019|03|0001|2352||1|00000000|ANULADO/BAJA|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20190400|24|M24|13/04/2019|13/04/2019|03|0001|2353||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|280.00|0.00|0.00|0.00|0.00|0.00|280.00|PEN|1.000||||||||1|
20190400|25|M25|15/04/2019|15/04/2019|03|0001|2354|2361|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|1430.00|0.00|0.00|0.00|0.00|0.00|1430.00|PEN|1.000||||||||1|
20190400|26|M26|16/04/2019|16/04/2019|03|0001|2362||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|40.00|0.00|0.00|0.00|0.00|0.00|40.00|PEN|1.000||||||||1|
20190400|27|M27|17/04/2019|17/04/2019|03|0001|2363|2366|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|260.00|0.00|0.00|0.00|0.00|0.00|260.00|PEN|1.000||||||||1|
20190400|28|M28|22/04/2019|22/04/2019|03|0001|2367|2370|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|610.00|0.00|0.00|0.00|0.00|0.00|610.00|PEN|1.000||||||||1|
20190400|29|M29|23/04/2019|23/04/2019|03|0001|2371||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|1000.00|0.00|0.00|0.00|0.00|0.00|1000.00|PEN|1.000||||||||1|
20190400|30|M30|23/04/2019|23/04/2019|03|0001|2372|2374|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|780.00|0.00|0.00|0.00|0.00|0.00|780.00|PEN|1.000||||||||1|
20190400|31|M31|23/04/2019|23/04/2019|03|0001|2375||1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|2000.00|0.00|0.00|0.00|0.00|0.00|2000.00|PEN|1.000||||||||1|
20190400|32|M32|24/04/2019|24/04/2019|03|0001|2376|2379|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|680.00|0.00|0.00|0.00|0.00|0.00|680.00|PEN|1.000||||||||1|
20190400|33|M33|25/04/2019|25/04/2019|03|0001|2380|2381|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|215.00|0.00|0.00|0.00|0.00|0.00|215.00|PEN|1.000||||||||1|
20190400|34|M34|26/04/2019|26/04/2019|03|0001|2382|2385|1|00000001|CLIENTES VARIOS|0.00|0.00|0.00|0.00|0.00|420.00|0.00|0.00|0.00|0.00|0.00|420.00|PEN|1.000||||||||1|
